SongNumber,SongTitle,AlbumName,ArtistLocation,ArtistName,Duration,KeySignature,Popularity,Tempo,TimeSignature,Year,ArtistFamiliarity,ArtistPopularity,1 Star Artist Popularity,2 Star Artist Popularity,3 Star Artist Popularity,4 Star Artist Popularity,5 Star Artist Popularity,rap/hiphop/rnb,rock,folk/celtic,electronic/trance,metal,punk/grunge/ska,pop/chart,jazz/blues,country,soul/reggae/funk,dance
138,Mr. Prime Minister,Judgement Days,London,Ms. Dynamite,286.32771,9,0.408110884,125.916,3,2005,0.589694605,0.38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
139,A New Hope,Dude Ranch,Poway CA,Blink-182,225.12281,7,0.674164746,200.716,1,1997,0.851351443,0.58,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
140,Big Balls And Cow Town,House Of Blue Lights,Paw Paw WV,Asleep At The Wheel,251.37587,0,0.260338243,126.533,4,0,0.60425956,0.46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
141,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),Wake Me Up When September Ends,Berkeley CA,Green Day,340.79302,7,0.437909889,101.08,4,2005,0.859513993,0.81,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
142,This Christmas (LP Version),A Classic Soul Christmas,Chicago IL,Donny Hathaway,231.18322,5,0.997758396,92.98,1,0,0.657406765,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
143,Heart it Races (Frank Tetaz Remix),Heart It Races Remixes,Melbourne,Architecture In Helsinki,345.75628,5,0,100.032,4,0,0.807876868,0.51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
144,Village Attack/ The Arrest,Heaven & Earth,Toyohashi Japan,Kitaro,81.50159,8,0.345802234,143.291,1,1993,0.668087296,0.46,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
145,Lesson Learned,Black Gives Way To Blue,Seattle WA,Alice In Chains,256.522,10,0.824432869,107.845,4,2009,0.796337059,0.58,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
146,(I Heard That) Lonesome Whistle,The Capitol Years,New York NY [The Bronx],Bobby Darin,163.52608,5,0,90.18,3,1995,0.704411407,0.47,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
147,Here Comes The Hotstepper,Massive Reggae,,Ini Kamoze,248.92036,9,-1,100.342,4,1995,0.621825362,0.51,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
148,Can't Shake That Girl,Grown Up Wrong,,The Real Kids,148.06159,2,-1,179.13,4,0,0.484893131,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149,What You Deserve (Album Version),The Best Of Ill Nino,Nueva Jersey (Estados Unidos),Ill Nino,180.50567,8,0,104.984,4,2006,0.80955221,0.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
150,The Sweetest Curse,Blue Record,,Baroness,270.52363,10,0.742185319,176.066,3,2009,0.739099282,0.47,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
151,We're Back,Grand Champ,,DMX / Eve / Jadakiss,265.22077,10,0.604088178,185.094,4,2003,0.822316236,0.51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
152,The Thrill Is Gone,Best of Zydeco,,Jude Taylor & His Burning Flames,260.46649,10,-1,102.731,4,1994,0.3454137,0.23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153,Hit The Lights,Some Kind Of Monster,Los Angeles CA,Metallica,252.3424,1,0.801014141,167.486,4,1982,0.852136187,0.78,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
154,Feelings,Innovation The Album Mixed By Shy FX,,Shy FX & T Power,380.44689,4,-1,88.973,4,2005,0.524694958,0.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
155,Doctor Of Hearts (Album Version),60's Girl Groups,New York NY [The Bronx],THE CHIFFONS,166.922,3,0,120.712,3,0,0.599536502,0.4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
156,Crying Time,Live From Deep In The Heart Of Texas,,Commander Cody And His Lost Planet Airmen,188.70812,4,-1,104.823,3,1974,0.467925843,0.37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,Citizen Of The Planet,Old Friends Live On Stage,Forest Hills Queens New York City NY USA,Simon & Garfunkel,194.35057,7,0.419674279,151.5,4,2004,0.796493402,0.51,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
158,Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),Love Me Now (featuring Wyclef) (International Only),Kingston Jamaica,Beenie Man Featuring Wyclef And Redman,228.04853,1,-1,79.823,5,0,0.729212274,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
159,This Is NOT a Crass Song,A New Kind of Army,Pittsburgh PA,Anti-Flag,359.6273,6,0.549342332,141.334,1,1999,0.844039532,0.52,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
160,Skeletons (Live Acoustic Version),Naked Songs Live And Acoustic,Chicago IL,Rickie Lee Jones,221.12608,7,0.212045405,70.331,1,0,0.670615396,0.5,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
161,Flashflood,Labor Days,,Aesop Rock,234.52689,4,0.638297906,167.909,4,2001,0.834538586,0.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
162,Old Times Sake,Suit Yourself,Quantico VA,Shelby Lynne,290.97751,7,0.392008771,121.773,4,2005,0.685691649,0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
163,Eleanor Put Your Boots On,Eleanor Put Your Boots On,Glasgow Scotland,Franz Ferdinand,195.13424,7,-1,143.679,1,2005,0.803220003,0.58,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
164,Sally In the Garden,Coal,Cross Lane WV,Kathy Mattea,44.64281,1,0.323112121,146.894,1,2008,0.603383145,0.42,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
165,A Day In The Life (Album Version),Performing this week... At Ronnie Scotts,Wallington Surrey England,Jeff Beck,286.27546,4,0.771471753,145.917,1,0,0.747684012,0.53,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
166,Sometimes,The Beat Goes On,,Tanto Metro & Devonte,207.56853,6,0,105.671,4,0,0.611788254,0.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
167,My Life Would Suck Without You,My Life Would Suck Without You,,Kelly Clarkson,230.63465,9,-1,135.914,4,2009,0.686812987,0.68,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
168,Ja (Hanno's Poppersmonstermix),36 Grad Remixe,Berlin Germany,2raumwohnung,357.85098,7,0.265861049,125.995,5,2007,0.664559979,0.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
169,Whatever's Cool With Me (LP Version),Whatever's Cool With Me,Amherst MA,Dinosaur Jr.,271.12444,0,-1,152.461,4,1991,0.749796959,0.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
170,I Live to Be Hated,Suicide Sessions / Anti-Social Personality Disorder: Live,Lancaster NH,GG Allin,121.70404,8,0.38293509,74.82,4,0,0.632367594,0.38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
171,Strange Thing,French,London / Ex-Manchester,Buzzcocks,219.19302,4,0.550647153,176.153,4,1980,0.700446614,0.53,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
172,Journey To Love,The Bass-ic Collection,Philadelphia PA,Stanley Clarke,282.69669,2,0.489038209,84.064,3,1975,0.657883116,0.46,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
173,Revelations,Love it to Life,Whitestone Queens NY,Jesse Malin and The St. Marks Social,243.722,9,0.47212112,126.105,4,2007,0.75504135,0.46,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
174,It's Not Me,Here Without You,Escatawpa MS,3 Doors Down,230.42567,4,0.704963317,86.82,4,2003,0.840432422,0.61,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
175,I Want It,Back From The Dead,Edmonton Alberta Canada,Zombie Girl,260.54485,1,-1,129.984,4,2006,0.639165318,0.44,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
176,Story Of An Artist (Don't Be Scared),Welcome to my World,Sacramento CA,Daniel Johnston,311.53587,0,0.687470641,106.742,4,0,0.713322147,0.47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
177,Deep Sea Creature,Call of the Mastodon,Atlanta GA,Mastodon,280.21506,5,0.597640798,173.205,5,2001,0.780461749,0.57,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
178,Subterranean Homesick Alien,OK Computer (Collector's Edition),Oxford UK,Radiohead,267.20608,0,0.775023551,150.848,3,1997,0.899934952,0.68,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
179,Lullaby,When Juniper Sleeps,,Seamus Egan,205.21751,0,0.327736683,60.11,1,0,0.477180009,0.33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,Damien,It's Dark And Hell Is Hot,,DMX,222.09261,10,0.678235925,106.769,4,1998,0.822316236,0.51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
181,Trong Com,Heaven & Earth,Toyohashi Japan,Kitaro,43.51955,10,0.360370583,35.931,4,1993,0.668087296,0.46,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
182,Poppin' Them Thangs,Hot Joints 2,ABD,G-Unit,242.52036,11,0.761878078,88.043,4,2003,0.845373304,0.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
183,Bury Your Head,Saosin EP,California,Saosin,212.29669,6,0.747754816,85.029,4,2005,0.755077151,0.56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
184,Between Eunice & Opelousas,La Toussaint,,Steve Riley & The Mamou Playboys,182.22975,0,-1,225.669,1,1995,0.453531639,0.27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
185,Monarchy Now,Nachtflug,Vienna Austria,Falco,252.96934,11,-1,94.777,4,1992,0.674464705,0.49,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
186,Big Business,Neighborhood Watch,Los Angeles California,Dilated Peoples,149.91628,11,0.558997327,165.546,3,2004,0.804838889,0.46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
187,Bo Diddley,The Animals with Sonny Boy Williamson,Newcastle,The Animals_ Sonny Boy Williamson,463.49016,10,0.288481643,81.111,3,1973,0.407372281,0.48,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
188,No Survivors,Maximum Speed,Speedball,Speedball,212.21832,5,0.255103036,159.702,1,1998,0.486679143,0.36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,I Got Stripes (Live),The Legend,Kingsland AR,Johnny Cash,112.95302,4,0.326478238,118.041,4,2006,0.817256293,0.74,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
190,Same Old Song,Original Album Classics,Brownsville TX,Kris Kristofferson,194.37669,2,0.360370583,74.809,4,1974,0.732393863,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
191,Rockin' Every Night (Live),Rockin' Every Night (Gary Moore Live In Japan),Belfast Northern Ireland,Gary Moore,198.79138,7,0.270775999,100.081,4,2005,0.761362238,0.47,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
192,Walk Away,Christina Aguilera/Stripped,,Christina Aguilera,347.84608,4,0.680334935,152.214,3,2002,0.831240277,0.73,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
193,McDermott's / Boys of Blue Hill,In Your Ear,,Seamus Egan,276.16608,2,-1,201.651,1,0,0.477180009,0.33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,Honey I Sugar Pie,Riddim Driven - Adrenaline,,Tanto Metro & Devonte,207.33342,1,0.334706549,195.976,5,2003,0.611788254,0.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
195,Stand By Your Man,Country 100,Itawamba County MS,Tammy Wynette,159.60771,9,-1,105.202,4,1968,0.606118646,0.41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
196,Young Blood (2007 Digital Remaster),Saints And Sinners,London England,Whitesnake,209.99791,7,0.668466258,145.689,5,0,0.822432829,0.53,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
197,Get Up & Go,The Early Years_ CD C: 1952-1954,Luttrell TN,Chet Atkins,173.68771,5,-1,98.117,1,0,0.586304845,0.41,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
198,Upon The Shores [Explicit],Shogun,Orlando FL,Trivium,321.17506,4,0.474054831,100.604,4,2008,0.847754656,0.49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
199,Why Do All Girls Think They're Fat (Album),Monkeys For Nothin' And The Chimps For Free,Orange County CA,Reel Big Fish,153.67791,2,-1,159.723,4,2007,0.784143965,0.55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
200,Ice Cream Man,Live Wide Open,Syracuse NY,Martin Sexton,352.88771,2,0.304169503,133.391,4,2001,0.641197515,0.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
201,Crawling Up A Hill - version 2 - mono_ live,Plays John Mayall (Live At Klooks Kleek),,John Mayall & The Bluesbreakers,142.602,8,-1,166.238,1,0,0.626803106,0.41,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
202,Get On Top (Album Version),Californication,,Red Hot Chili Peppers,198.05995,4,-1,76.986,3,1999,0.833967972,0.58,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
203,Moon Going Down,Essential Delta Blues,Edwards MS,Charley Patton,196.62322,10,-1,107.877,1,1930,0.574300068,0.38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204,Mary Jane's Last Dance,Greatest Hits,Gainesville FL,Tom Petty And The Heartbreakers,274.20689,7,-1,168.946,4,0,0.779838092,0.57,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
205,Come To Find Out,In Your Arms Again,,John Hammond,247.32689,6,0.253834736,90.666,4,2005,0.590692918,0.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
206,Airheads,Sweetlife,London England,Sweet,318.9024,4,-1,84.103,4,0,0.648722656,0.51,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
207,Bubblegum,Radio Hits 2,Cardiff Wales,Helen Love,145.78893,11,0.367273416,156.074,4,1997,0.581884359,0.35,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
208,The Flame,Resurrection,Cleveland OH,Chimaira,323.18649,7,0.629071836,150.11,4,2007,0.837450128,0.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
209,Music Reach (1/2/3/4) (Remastered),Experience: Expanded (Remastered),Braintree Essex England,The Prodigy,252.52526,6,-1,215.916,5,0,0.638614022,0.6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
210,Answer In The Question,The Ever Passing Moment,Bremerton WA,MxPx,129.88036,7,-1,130.716,1,2000,0.763010513,0.54,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
211,Slip Out The Back (Album Version),The Rising Tied,LA California,Fort Minor (Featuring Mr. Hahn),236.66893,5,-1,90.009,4,2005,0.795402549,0.54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
212,Chocolate,Signal Fire,Dundee Scotland,Snow Patrol,181.57669,7,-1,117.966,1,2003,0.818319359,0.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
213,New York (Dave Goodman Demo Version) (Explicit),The Sex Pistols,,Sex Pistols,186.40934,4,0.345802234,133.811,1,0,0.73118423,0.55,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
214,For Your Eyes Only,King Jammy's: Selector's Choice Vol. 2,,Pinchers,195.10812,10,0.433005077,158.103,4,0,0.558384455,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
215,HISTORY,King Of Pop,,Michael Jackson,249.99138,11,-1,128.702,4,1995,0.86652032,0.77,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
216,Midnight In Memphis,The Very Best Of J.J. Cale,Oklahoma City OK,J.J. Cale,263.94077,0,0.557313136,111.492,1,1997,0.67577137,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
217,Destroy Babylon,Live at CBGB 1982,Washington D.C.,Bad Brains,85.26322,9,0.589637891,86.536,4,1983,0.726298027,0.56,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
218,Yippiyo-Ay,Apocalypso,Sydney Australia,The Presets,271.85587,4,0.663124801,120.119,4,2008,0.724864482,0.52,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
219,Talk About Us,On The 6 / J. Lo (Coffret 2 CD),The Bronx New York,Jennifer Lopez,275.69587,6,-1,80.979,4,1999,0.816842854,0.57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
220,Gangster Of Love,Glory Bound [Original Recording Remastered],Essex England,Chris Farlowe,242.88608,7,-1,122.298,4,0,0.543393231,0.34,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
221,Road Warrior's Lament,Broken Freedom Song: Live From San Francisco,Brownsville TX,Kris Kristofferson,259.68281,2,-1,141.51,4,0,0.732393863,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
222,Brother,Music Bank,Seattle WA,Alice In Chains,267.36281,1,0.708746211,92.012,1,1992,0.796337059,0.58,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
223,I Love You More Than You'll Ever Know (LP Version),A Donny Hathaway Collection,Chicago IL,Donny Hathaway,322.87302,5,-1,72.937,5,1990,0.657406765,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
224,Shake Some Action,Clueless / Original Motion Picture Soundtrack,Richmond VA,Cracker,263.8624,4,-1,136.459,4,1995,0.640574149,0.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
225,Smooth Operator,Diamond Life,Ibadan Nigeria,Sade,298.89261,0,-1,119.903,4,1983,0.77149215,0.52,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
226,Sarah Yellin',The Better Life - Deluxe Edition,Escatawpa MS,3 Doors Down,208.97914,7,-1,128.714,4,2002,0.840432467,0.64,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
228,Machine Gun Majesty [Live] (Album Version),The chainheart machine,Helsingborg Sweden,Soilwork,323.21261,7,0,93.235,1,2000,0.785120149,0.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
229,Rastafari Prophecy,Livin' It Up + Dub: Limited edition,Kingston Jamaica,Horace Andy,284.47302,6,0.270775999,174.282,1,0,0.626436382,0.37,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
230,Killing,Echoes,,The Rapture,218.22649,10,0.62646424,120.006,4,2003,0.749860753,0.52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
231,Half The Fun,Final Straw,Dundee Scotland,Snow Patrol,174.602,11,0.702289777,142.01,4,2004,0.818319359,0.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
232,Empty Arms,Martin Scorsese Presents The Blues: Stevie Ray Vaughan,Dallas TX,Stevie Ray Vaughan And Double Trouble,184.2673,6,0.693478471,98.623,1,1996,0.73379894,0.54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
233,Neon Rainbow,The Letter/Neon Rainbow,Memphis TN,The Box Tops,177.3971,0,-1,117.381,4,1967,0.630630038,0.42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
234,Blues,Essential_ The Very Best Of...,Chicago,Terry Callier,180.50567,7,0.360370583,109.018,3,2001,0.706827671,0.42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
235,A Hard Road,PADLOCK ON THE BLUES,,John And The Bluesbreakers Mayall,304.8224,7,0.531722098,94.304,3,1967,0.626803106,0.41,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
236,Sacrifice for the Slaughtergod,Beyond the Permafrost,,Skeletonwitch,173.37424,9,0.580900874,201.333,4,2007,0.68955969,0.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
237,I Worship You,Break Through,,True Believers,281.88689,4,0.260784128,92.881,4,0,0.494073815,0.33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
238,Fool For Your Loving,Whitesnake's Greatest Hits,London England,Whitesnake,250.3571,7,0.85259138,125.783,4,1980,0.822432829,0.53,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
239,If I Run,20th Century Masters: The Millennium Collection: Best Of Semisonic,Minneapolis MN,Semisonic,258.92526,4,0.577469082,186.012,4,1993,0.7127449,0.47,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
240,Hel Vete,Nattfodd,,Finntroll,255.00689,4,0.656941717,149.948,4,2004,0.636436672,0.43,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
241,Girls Girls,Burnin up,,Pinchers & Ganglords,235.17995,4,-1,159.798,4,0,0.558384455,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
242,Loba,Loba,Barranquilla Colombia,Shakira,222.37995,7,-1,128.217,4,2009,0.833178561,0.8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
243,You Say Keep It Gangsta,Masquerade,Croix-des-Bouquets  Haiti,Wyclef Jean featuring Butch Cassidy and Sharissa,238.47138,5,0.400039657,183.58,1,2002,0.791465542,0.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
244,Pop A Cap In Yo' Ass,Outspoken Part 1,,Ben Watt feat. Estelle,389.19791,9,0.265861049,125.992,4,2005,0.612235271,0.39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
245,Swing Swang,Icons,East Orange NJ,Naughty By Nature,245.65506,10,-1,93.978,4,2002,0.679748141,0.46,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
246,So. Central Rain (2006 Digital Remaster),And I Feel Fine.....The Best Of The IRS Years 82-87,Athens GA,R.E.M.,195.52608,2,-1,146.484,1,0,0.730669502,0.62,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
247,Destination Eschaton (Hardfloor Vocal Mix),Hystericool: The Best of the Alternate Mixes,Aberdeen Scotland,Shamen,443.03628,7,0,86.561,5,2002,0.605880471,0.39,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
248,Living Underground,The Greatest Hits - Vol. 1,United Kingdom,Atomic Rooster,220.39465,4,-1,146.708,4,2005,0.520757635,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
249,Careful In Career,Sons And Fascination/Sister Feelings Call,Glasgow Scotland,Simple Minds,308.94975,7,0.474054831,139.402,3,1981,0.700679842,0.5,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
250,Don't Stop The Music,Just Dance,St Michael Barbados ,Rihanna,283.8722,11,-1,128.092,4,2007,0.917863906,0.91,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
251,Ready To Go,Republica,London England,Republica;Jonny Male;Dave Arch,303.85587,10,-1,129.888,4,1996,0.614755589,0.4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
252,Mama Kin,Lies / Appetite For Destruction,,Guns N' Roses,237.13914,8,0.719747141,156.65,1,1986,0.844085061,0.71,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
253,Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version),Loyalty,Bronx NY,Fat Joe,277.002,10,0.345802234,167.878,4,2002,0.822908534,0.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
254,The Reason I Go On,Taking Chances,Charlemagne Quebec Canada,Celine Dion,224.20853,2,0.443291312,77.977,3,2007,0.737437395,0.66,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
255,Cicada,Frogstomp,Newcastle,Silverchair,312.13669,9,0.615699367,122.243,4,1995,0.767768809,0.54,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
256,The End Of The Line,Broken_ Beat & Scarred,Los Angeles CA,Metallica,472.45016,3,-1,111.504,4,2008,0.852136187,0.78,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
257,Inner City Blues (Alternate Mix) (Bonus Track),Closer To It!,,Brian Auger's Oblivion Express,265.7171,5,0,193.84,7,0,0.450779113,0.32,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
258,Princess Black,Black Woman And Child,,Sizzla,274.15465,1,0.48456253,168.013,4,1997,0.732571745,0.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
259,Rice Dream Girl,The First Two Albums,,Casiotone For The Painfully Alone,108.40771,0,0.637783286,131.078,4,1999,0.665322162,0.39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
260,Misty Mountains,Never Seen The Light Of Day -Deluxe Version,Borlange,Mando Diao,144.03873,7,0.616433818,152.041,4,2007,0.807779928,0.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
261,Get Your Hustle On,Love_ Peace & Nappiness,South Jamaica Queens,Lost Boyz,243.53914,9,0.408110884,93.174,4,1997,0.569741152,0.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
262,Skinhead on the MBTA (Album Version),Do Or Die,Boston MA,Dropkick Murphys,229.51138,9,-1,168.21,4,1997,0.79309437,0.57,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
263,Above Lucium (LP Version),The Hinderers,,Daath,248.81587,4,-1,150.163,4,2006,0.473963333,0.35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264,Human Guinea Pig,Join The Army,Venice CA,Suicidal Tendencies,125.90975,11,0.578658188,186.159,4,1987,0.736677413,0.53,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
265,Bean Fields (Live) (2001 Digital Remaster),A Brief History,,Penguin Cafe Orchestra,270.78485,2,0.270775999,128.298,1,2001,0.635087811,0.41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
266,Naked In The Rain (Album Version),Blood Sugar Sex Magik,,Red Hot Chili Peppers,265.63873,2,0.706430072,116.282,4,1991,0.833967972,0.58,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
267,Shake,Purple Haze,Harlem NY,Cam'Ron / JR Writer,208.92689,9,0.505487343,115.139,5,2004,0.858270678,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
268,Two Track Dub (Dub / Instrumental Reggae Music),Dub Catalogue,Jamaica,Mikey Dread,373.26322,1,-1,145.055,1,1982,0.58568315,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
269,Romantic Rights,You're A Woman_ I'm A Machine,BA,Death From Above 1979,195.29098,7,0.718485475,150.155,4,2004,0.738594499,0.47,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
270,Left To Starve,10 Years Of Abuse And Still Broke,,Eyehategod,247.01342,2,-1,97.916,7,1992,0.676119551,0.39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,The Dynamo Of Volition [From An All Night Session],We Sing.  We Dance.  We Steal Things.,,Jason Mraz,263.00036,11,0.610764004,62.894,1,0,0.842972108,0.79,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
272,Hole In The Pumpkin,Shocking Out,,Ini Kamoze,234.84036,6,0,95.021,4,0,0.621825362,0.51,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
273,Between Me & You Kid (Album Version),Five Dollar Bob's Mock Cooter Stew,Seattle WA,Mudhoney,217.5473,4,0.536032112,158.517,4,1993,0.672680593,0.48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
