SongNumber,SongTitle,AlbumName,ArtistLocation,ArtistName,Duration,KeySignature,KeySignatureConfidence,Popularity,Tempo,TimeSignature,TimeSignatureConfidence,Year,ArtistFamiliarity,ArtistPopularity,1 Star Artist Popularity,2 Star Artist Popularity,3 Star Artist Popularity,4 Star Artist Popularity,5 Star Artist Popularity,rap/hiphop/rnb,rock,folk/celtic,electronic/trance,metal,punk/grunge/ska,pop/chart,jazz/blues,country,soul/reggae/funk,dance
416,Now You Know,Senseless: Live At Cantone's_ 1982,,The Real Kids,222.11873,11,0.181,0.492299861,147.661,4,0.179,1996,0.484893131,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
421,Reason With The Beast,Cormorant,London England,Shriekback,113.60608,2,0.57,0.23979456,100.15,1,0.305,2005,0.547938241,0.37,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
425,Trouble In The City,#8,Oklahoma City OK,J.J. Cale,202.94485,6,0.407,nan,133.398,1,0,1983,0.675766803,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
427,Knocked Up,Sex On Fire,Nashville Tennessee,Kings Of Leon,466.65098,9,0,nan,114.73,4,0.572,2007,0.845768866,0.79,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
433,Crass Commercialism,Everything Went Black,Los Angeles CA,Black Flag,1030.19057,0,0.587,0.499445835,70.649,5,0.99,1982,0.731208047,0.55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
436,Turning Away,Best of 1991-2001 Hidden Harvest,Ireland,Mary Black,293.92934,5,0.08,0.511424326,163.567,4,0.564,1999,0.597113363,0.38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
438,The Girl I Find (LP Version),The Young Mods' Forgotten Story,United States,The Impressions,159.29424,1,0.489,0.392008771,81.586,5,0.826,0,0.633220624,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
442,Nubia (LP Version),See,New York NY,The Rascals,223.89506,2,0.828,0.405052003,113.058,1,0,0,0.686720834,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
443,Blake's Worried Blues,Blind Blake Vol. 1 (1926 - 1927),Jacksonville FL,Blind Blake,186.90567,0,0.559,nan,86.997,1,0,0,0.521672995,0.35,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
463,Pienso En Ti,El Amor En Los Tiempos del Colera (Love In The Time Of Cholera),Barranquilla Colombia,Shakira,148.1922,4,0.97,0.701124286,115.066,1,0,1995,0.833178526,0.80,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
466,Mr. Prime Minister,Judgement Days,London,Ms. Dynamite,286.32771,9,0.53,0.408110884,125.916,3,0.262,2005,0.589694605,0.38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
467,A New Hope,Dude Ranch,Poway CA,Blink-182,225.12281,7,0.725,0.674164746,200.716,1,0,1997,0.851351443,0.58,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
475,Big Balls And Cow Town,House Of Blue Lights,Paw Paw WV,Asleep At The Wheel,251.37587,0,0.335,0.260338243,126.533,4,0.089,0,0.60425956,0.46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
486,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),Wake Me Up When September Ends,Berkeley CA,Green Day,340.79302,7,0.801,0.437909889,101.08,4,0.88,2005,0.859513993,0.81,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
487,This Christmas (LP Version),A Classic Soul Christmas,Chicago IL,Donny Hathaway,231.18322,5,0.304,0.997758396,92.98,1,0,0,0.657406765,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
490,Heart it Races (Frank Tetaz Remix),Heart It Races Remixes,Melbourne,Architecture In Helsinki,345.75628,5,0.183,0,100.032,4,0.996,0,0.807876868,0.51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
492,Village Attack/ The Arrest,Heaven & Earth,Toyohashi Japan,Kitaro,81.50159,8,0.372,0.345802234,143.291,1,0,1993,0.668087296,0.46,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
493,Lesson Learned,Black Gives Way To Blue,Seattle WA,Alice In Chains,256.522,10,0.346,0.824432869,107.845,4,1,2009,0.796337059,0.58,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
494,(I Heard That) Lonesome Whistle,The Capitol Years,New York NY [The Bronx],Bobby Darin,163.52608,5,0.206,0,90.18,3,0.307,1995,0.704411407,0.47,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
495,Here Comes The Hotstepper,Massive Reggae,,Ini Kamoze,248.92036,9,0.36,nan,100.342,4,1,1995,0.621825362,0.51,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
497,Can't Shake That Girl,Grown Up Wrong,,The Real Kids,148.06159,2,0.114,nan,179.13,4,0.184,0,0.484893131,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
498,What You Deserve (Album Version),The Best Of Ill Nino,Nueva Jersey (Estados Unidos),Ill Nino,180.50567,8,0.13,0,104.984,4,0.893,2006,0.80955221,0.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
500,The Sweetest Curse,Blue Record,,Baroness,270.52363,10,0.15,0.742185319,176.066,3,0.592,2009,0.739099282,0.47,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
501,We're Back,Grand Champ,,DMX / Eve / Jadakiss,265.22077,10,0.179,0.604088178,185.094,4,0.344,2003,0.822316236,0.51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
505,The Thrill Is Gone,Best of Zydeco,,Jude Taylor & His Burning Flames,260.46649,10,0.448,nan,102.731,4,0,1994,0.3454137,0.23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
506,Hit The Lights,Some Kind Of Monster,Los Angeles CA,Metallica,252.3424,1,0.376,0.801014141,167.486,4,0.901,1982,0.852136187,0.78,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
512,Feelings,Innovation The Album Mixed By Shy FX,,Shy FX & T Power,380.44689,4,0.056,nan,88.973,4,1,2005,0.524694958,0.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
515,Doctor Of Hearts (Album Version),60's Girl Groups,New York NY [The Bronx],THE CHIFFONS,166.922,3,0,0,120.712,3,0.825,0,0.599536502,0.40,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
516,Crying Time,Live From Deep In The Heart Of Texas,,Commander Cody And His Lost Planet Airmen,188.70812,4,0.861,nan,104.823,3,0.985,1974,0.467925843,0.37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
523,Citizen Of The Planet,Old Friends Live On Stage,Forest Hills Queens New York City NY USA,Simon & Garfunkel,194.35057,7,0.704,0.419674279,151.5,4,0.161,2004,0.796493402,0.51,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
524,Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),Love Me Now (featuring Wyclef) (International Only),Kingston Jamaica,Beenie Man Featuring Wyclef And Redman,228.04853,1,0.61,nan,79.823,5,0.701,0,0.729212274,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
526,This Is NOT a Crass Song,A New Kind of Army,Pittsburgh PA,Anti-Flag,359.6273,6,0.426,0.549342332,141.334,1,0.733,1999,0.844039532,0.52,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
528,Skeletons (Live Acoustic Version),Naked Songs Live And Acoustic,Chicago IL,Rickie Lee Jones,221.12608,7,1,0.212045405,70.331,1,0.863,0,0.670615396,0.50,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
529,Flashflood,Labor Days,,Aesop Rock,234.52689,4,0.442,0.638297906,167.909,4,0.01,2001,0.834538586,0.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
531,Old Times Sake,Suit Yourself,Quantico VA,Shelby Lynne,290.97751,7,0.738,0.392008771,121.773,4,1,2005,0.685691649,0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
533,Eleanor Put Your Boots On,Eleanor Put Your Boots On,Glasgow Scotland,Franz Ferdinand,195.13424,7,0.594,nan,143.679,1,0,2005,0.803220003,0.58,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
535,Sally In the Garden,Coal,Cross Lane WV,Kathy Mattea,44.64281,1,0.426,0.323112121,146.894,1,0,2008,0.603383145,0.42,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
538,A Day In The Life (Album Version),Performing this week... At Ronnie Scotts,Wallington Surrey England,Jeff Beck,286.27546,4,0.315,0.771471753,145.917,1,0,0,0.747684012,0.53,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
540,Sometimes,The Beat Goes On,,Tanto Metro & Devonte,207.56853,6,0.346,0,105.671,4,0.143,0,0.611788254,0.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
543,My Life Would Suck Without You,My Life Would Suck Without You,,Kelly Clarkson,230.63465,9,0.019,nan,135.914,4,0.394,2009,0.686812987,0.68,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
550,Ja (Hanno's Poppersmonstermix),36 Grad Remixe,Berlin Germany,2raumwohnung,357.85098,7,0.002,0.265861049,125.995,5,1,2007,0.664559979,0.40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
552,Whatever's Cool With Me (LP Version),Whatever's Cool With Me,Amherst MA,Dinosaur Jr.,271.12444,0,0.62,nan,152.461,4,0.369,1991,0.749796959,0.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
560,I Live to Be Hated,Suicide Sessions / Anti-Social Personality Disorder: Live,Lancaster NH,GG Allin,121.70404,8,0.741,0.38293509,74.82,4,0.187,0,0.632367594,0.38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
564,Strange Thing,French,London / Ex-Manchester,Buzzcocks,219.19302,4,0.776,0.550647153,176.153,4,0,1980,0.700446614,0.53,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
565,Journey To Love,The Bass-ic Collection,Philadelphia PA,Stanley Clarke,282.69669,2,0.377,0.489038209,84.064,3,0.488,1975,0.657883116,0.46,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
568,Revelations,Love it to Life,Whitestone Queens NY,Jesse Malin and The St. Marks Social,243.722,9,0.585,0.47212112,126.105,4,0.689,2007,0.75504135,0.46,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
569,It's Not Me,Here Without You,Escatawpa MS,3 Doors Down,230.42567,4,0.189,0.704963317,86.82,4,0.854,2003,0.840432422,0.61,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
571,I Want It,Back From The Dead,Edmonton Alberta Canada,Zombie Girl,260.54485,1,0,nan,129.984,4,0,2006,0.639165318,0.44,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
572,Story Of An Artist (Don't Be Scared),Welcome to my World,Sacramento CA,Daniel Johnston,311.53587,0,0.669,0.687470641,106.742,4,0.431,0,0.713322147,0.47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
585,Deep Sea Creature,Call of the Mastodon,Atlanta GA,Mastodon,280.21506,5,0.555,0.597640798,173.205,5,0.12,2001,0.780461749,0.57,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
590,Subterranean Homesick Alien,OK Computer (Collector's Edition),Oxford UK,Radiohead,267.20608,0,0.847,0.775023551,150.848,3,0.401,1997,0.899934952,0.68,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
592,Lullaby,When Juniper Sleeps,,Seamus Egan,205.21751,0,0.5,0.327736683,60.11,1,0,0,0.477180009,0.33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
595,Damien,It's Dark And Hell Is Hot,,DMX,222.09261,10,0.39,0.678235925,106.769,4,0.564,1998,0.822316236,0.51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
597,Trong Com,Heaven & Earth,Toyohashi Japan,Kitaro,43.51955,10,0.422,0.360370583,35.931,4,0,1993,0.668087296,0.46,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
608,Poppin' Them Thangs,Hot Joints 2,ABD,G-Unit,242.52036,11,0.639,0.761878078,88.043,4,1,2003,0.845373304,0.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
609,Bury Your Head,Saosin EP,California,Saosin,212.29669,6,0.546,0.747754816,85.029,4,0.367,2005,0.755077151,0.56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
617,Between Eunice & Opelousas,La Toussaint,,Steve Riley & The Mamou Playboys,182.22975,0,0.85,nan,225.669,1,0,1995,0.453531639,0.27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
618,Monarchy Now,Nachtflug,Vienna Austria,Falco,252.96934,11,0.457,nan,94.777,4,0.751,1992,0.674464705,0.49,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
621,Big Business,Neighborhood Watch,Los Angeles California,Dilated Peoples,149.91628,11,0.452,0.558997327,165.546,3,0.6,2004,0.804838889,0.46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
627,Bo Diddley,The Animals with Sonny Boy Williamson,Newcastle,The Animals_ Sonny Boy Williamson,463.49016,10,0.124,0.288481643,81.111,3,1,1973,0.407372281,0.48,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
642,No Survivors,Maximum Speed,Speedball,Speedball,212.21832,5,0.285,0.255103036,159.702,1,0,1998,0.486679143,0.36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
643,I Got Stripes (Live),The Legend,Kingsland AR,Johnny Cash,112.95302,4,0.086,0.326478238,118.041,4,0.945,2006,0.817256293,0.74,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
648,Same Old Song,Original Album Classics,Brownsville TX,Kris Kristofferson,194.37669,2,0.582,0.360370583,74.809,4,0,1974,0.732393863,0.50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
649,Rockin' Every Night (Live),Rockin' Every Night (Gary Moore Live In Japan),Belfast Northern Ireland,Gary Moore,198.79138,7,0,0.270775999,100.081,4,0.318,2005,0.761362238,0.47,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
650,Walk Away,Christina Aguilera/Stripped,,Christina Aguilera,347.84608,4,0.3,0.680334935,152.214,3,1,2002,0.831240277,0.73,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
658,McDermott's / Boys of Blue Hill,In Your Ear,,Seamus Egan,276.16608,2,0.588,nan,201.651,1,0,0,0.477180009,0.33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
665,Honey I Sugar Pie,Riddim Driven - Adrenaline,,Tanto Metro & Devonte,207.33342,1,0.657,0.334706549,195.976,5,1,2003,0.611788254,0.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
667,Stand By Your Man,Country 100,Itawamba County MS,Tammy Wynette,159.60771,9,0.781,nan,105.202,4,0,1968,0.606118646,0.41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
668,Young Blood (2007 Digital Remaster),Saints And Sinners,London England,Whitesnake,209.99791,7,0.64,0.668466258,145.689,5,0.286,0,0.822432829,0.53,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
669,Get Up & Go,The Early Years_ CD C: 1952-1954,Luttrell TN,Chet Atkins,173.68771,5,0.813,nan,98.117,1,0.109,0,0.586304845,0.41,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
673,Upon The Shores [Explicit],Shogun,Orlando FL,Trivium,321.17506,4,0.597,0.474054831,100.604,4,0.448,2008,0.847754656,0.49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
675,Why Do All Girls Think They're Fat (Album),Monkeys For Nothin' And The Chimps For Free,Orange County CA,Reel Big Fish,153.67791,2,0.46,nan,159.723,4,0.453,2007,0.784143965,0.55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
678,Ice Cream Man,Live Wide Open,Syracuse NY,Martin Sexton,352.88771,2,0.5,0.304169503,133.391,4,0.806,2001,0.641197515,0.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
679,Crawling Up A Hill - version 2 - mono_ live,Plays John Mayall (Live At Klooks Kleek),,John Mayall & The Bluesbreakers,142.602,8,0.416,nan,166.238,1,0,0,0.626803106,0.41,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
684,Get On Top (Album Version),Californication,,Red Hot Chili Peppers,198.05995,4,0.455,nan,76.986,3,0.92,1999,0.833967972,0.58,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
686,Moon Going Down,Essential Delta Blues,Edwards MS,Charley Patton,196.62322,10,0.346,nan,107.877,1,0,1930,0.574300068,0.38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
693,Mary Jane's Last Dance,Greatest Hits,Gainesville FL,Tom Petty And The Heartbreakers,274.20689,7,0.45,nan,168.946,4,1,0,0.779838092,0.57,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
697,Come To Find Out,In Your Arms Again,,John Hammond,247.32689,6,0.183,0.253834736,90.666,4,0,2005,0.590692918,0.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
701,Airheads,Sweetlife,London England,Sweet,318.9024,4,0.422,nan,84.103,4,0.233,0,0.648722656,0.51,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
702,Bubblegum,Radio Hits 2,Cardiff Wales,Helen Love,145.78893,11,0.633,0.367273416,156.074,4,0.126,1997,0.581884359,0.35,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
707,The Flame,Resurrection,Cleveland OH,Chimaira,323.18649,7,0.631,0.629071836,150.11,4,0.852,2007,0.837450128,0.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
714,Music Reach (1/2/3/4) (Remastered),Experience: Expanded (Remastered),Braintree Essex England,The Prodigy,252.52526,6,0.478,nan,215.916,5,1,0,0.638614022,0.60,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
717,Answer In The Question,The Ever Passing Moment,Bremerton WA,MxPx,129.88036,7,0.589,nan,130.716,1,0,2000,0.763010513,0.54,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
718,Slip Out The Back (Album Version),The Rising Tied,LA California,Fort Minor (Featuring Mr. Hahn),236.66893,5,0.58,nan,90.009,4,0.074,2005,0.795402549,0.54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
724,Chocolate,Signal Fire,Dundee Scotland,Snow Patrol,181.57669,7,0.636,nan,117.966,1,0,2003,0.818319359,0.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
726,New York (Dave Goodman Demo Version) (Explicit),The Sex Pistols,,Sex Pistols,186.40934,4,0.579,0.345802234,133.811,1,0,0,0.73118423,0.55,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
727,For Your Eyes Only,King Jammy's: Selector's Choice Vol. 2,,Pinchers,195.10812,10,0.301,0.433005077,158.103,4,1,0,0.558384455,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
729,HISTORY,King Of Pop,,Michael Jackson,249.99138,11,0.383,nan,128.702,4,0.495,1995,0.86652032,0.77,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
734,Midnight In Memphis,The Very Best Of J.J. Cale,Oklahoma City OK,J.J. Cale,263.94077,0,0.951,0.557313136,111.492,1,0,1997,0.67577137,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
742,Destroy Babylon,Live at CBGB 1982,Washington D.C.,Bad Brains,85.26322,9,0.014,0.589637891,86.536,4,0.445,1983,0.726298027,0.56,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
744,Yippiyo-Ay,Apocalypso,Sydney Australia,The Presets,271.85587,4,0.243,0.663124801,120.119,4,1,2008,0.724864482,0.52,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
746,Talk About Us,On The 6 / J. Lo (Coffret 2 CD),The Bronx New York,Jennifer Lopez,275.69587,6,0.75,nan,80.979,4,0.388,1999,0.816842854,0.57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
750,Gangster Of Love,Glory Bound [Original Recording Remastered],Essex England,Chris Farlowe,242.88608,7,0.093,nan,122.298,4,0.546,0,0.543393231,0.34,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
752,Road Warrior's Lament,Broken Freedom Song: Live From San Francisco,Brownsville TX,Kris Kristofferson,259.68281,2,0,nan,141.51,4,0,0,0.732393863,0.50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
753,Brother,Music Bank,Seattle WA,Alice In Chains,267.36281,1,0.134,0.708746211,92.012,1,0.094,1992,0.796337059,0.58,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
758,I Love You More Than You'll Ever Know (LP Version),A Donny Hathaway Collection,Chicago IL,Donny Hathaway,322.87302,5,0.297,nan,72.937,5,0.697,1990,0.657406765,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
763,Shake Some Action,Clueless / Original Motion Picture Soundtrack,Richmond VA,Cracker,263.8624,4,0.675,nan,136.459,4,0.068,1995,0.640574149,0.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
764,Smooth Operator,Diamond Life,Ibadan Nigeria,Sade,298.89261,0,0.618,nan,119.903,4,0.682,1983,0.77149215,0.52,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
766,Sarah Yellin',The Better Life - Deluxe Edition,Escatawpa MS,3 Doors Down,208.97914,7,0,nan,128.714,4,1,2002,0.840432467,0.64,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
770,Before The Æons Came,Demigod,POLAND,Behemoth,178.33751,1,0.695,0.651392592,85.112,1,0,2004,0.84219335,0.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
772,Machine Gun Majesty [Live] (Album Version),The chainheart machine,Helsingborg Sweden,Soilwork,323.21261,7,0.225,0,93.235,1,0,2000,0.785120149,0.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
774,Rastafari Prophecy,Livin' It Up + Dub: Limited edition,Kingston Jamaica,Horace Andy,284.47302,6,0.614,0.270775999,174.282,1,0.196,0,0.626436382,0.37,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
776,Killing,Echoes,,The Rapture,218.22649,10,0.061,0.62646424,120.006,4,1,2003,0.749860753,0.52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
777,Half The Fun,Final Straw,Dundee Scotland,Snow Patrol,174.602,11,0.668,0.702289777,142.01,4,0.724,2004,0.818319359,0.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
778,Empty Arms,Martin Scorsese Presents The Blues: Stevie Ray Vaughan,Dallas TX,Stevie Ray Vaughan And Double Trouble,184.2673,6,0.205,0.693478471,98.623,1,0,1996,0.73379894,0.54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
779,Neon Rainbow,The Letter/Neon Rainbow,Memphis TN,The Box Tops,177.3971,0,0.552,nan,117.381,4,0,1967,0.630630038,0.42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
780,Blues,Essential_ The Very Best Of...,Chicago,Terry Callier,180.50567,7,0.695,0.360370583,109.018,3,1,2001,0.706827671,0.42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
785,A Hard Road,PADLOCK ON THE BLUES,,John And The Bluesbreakers Mayall,304.8224,7,0.141,0.531722098,94.304,3,1,1967,0.626803106,0.41,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
790,Sacrifice for the Slaughtergod,Beyond the Permafrost,,Skeletonwitch,173.37424,9,0.468,0.580900874,201.333,4,0,2007,0.68955969,0.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
792,I Worship You,Break Through,,True Believers,281.88689,4,0.625,0.260784128,92.881,4,0.941,0,0.494073815,0.33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
796,Fool For Your Loving,Whitesnake's Greatest Hits,London England,Whitesnake,250.3571,7,0.342,0.85259138,125.783,4,0.387,1980,0.822432829,0.53,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
797,If I Run,20th Century Masters: The Millennium Collection: Best Of Semisonic,Minneapolis MN,Semisonic,258.92526,4,0.736,0.577469082,186.012,4,0.777,1993,0.7127449,0.47,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
802,Hel Vete,Nattfodd,,Finntroll,255.00689,4,0.51,0.656941717,149.948,4,0,2004,0.636436672,0.43,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
806,Girls Girls,Burnin up,,Pinchers & Ganglords,235.17995,4,0.203,nan,159.798,4,0.544,0,0.558384455,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
820,Loba,Loba,Barranquilla Colombia,Shakira,222.37995,7,0.432,nan,128.217,4,0.784,2009,0.833178561,0.80,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
826,You Say Keep It Gangsta,Masquerade,Croix-des-Bouquets  Haiti,Wyclef Jean featuring Butch Cassidy and Sharissa,238.47138,5,0.668,0.400039657,183.58,1,0.795,2002,0.791465542,0.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
827,Pop A Cap In Yo' Ass,Outspoken Part 1,,Ben Watt feat. Estelle,389.19791,9,0.731,0.265861049,125.992,4,1,2005,0.612235271,0.39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
828,Swing Swang,Icons,East Orange NJ,Naughty By Nature,245.65506,10,0,nan,93.978,4,1,2002,0.679748141,0.46,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
832,So. Central Rain (2006 Digital Remaster),And I Feel Fine.....The Best Of The IRS Years 82-87,Athens GA,R.E.M.,195.52608,2,0.467,nan,146.484,1,0,0,0.730669502,0.62,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
835,Destination Eschaton (Hardfloor Vocal Mix),Hystericool: The Best of the Alternate Mixes,Aberdeen Scotland,Shamen,443.03628,7,0.717,0,86.561,5,1,2002,0.605880471,0.39,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
838,Living Underground,The Greatest Hits - Vol. 1,United Kingdom,Atomic Rooster,220.39465,4,0.699,nan,146.708,4,0,2005,0.520757635,0.40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
841,Careful In Career,Sons And Fascination/Sister Feelings Call,Glasgow Scotland,Simple Minds,308.94975,7,0.583,0.474054831,139.402,3,1,1981,0.700679842,0.50,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
844,Don't Stop The Music,Just Dance,St Michael Barbados ,Rihanna,283.8722,11,0.021,nan,128.092,4,0,2007,0.917863906,0.91,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
851,Ready To Go,Republica,London England,Republica;Jonny Male;Dave Arch,303.85587,10,0.501,nan,129.888,4,0,1996,0.614755589,0.40,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
852,Mama Kin,Lies / Appetite For Destruction,,Guns N' Roses,237.13914,8,0.602,0.719747141,156.65,1,0.276,1986,0.844085061,0.71,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
853,Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version),Loyalty,Bronx NY,Fat Joe,277.002,10,0.113,0.345802234,167.878,4,0.406,2002,0.822908534,0.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
