"SongNumber","Songtitle","","","AlbumName","","","ArtistLocation","","ArtistName","","","","Danceability","Duration","KeySignature","KeySignatureConfidence","Popularity","Tempo","TimeSignature","TimeSignatureConfidence","Year","ArtistFamiliarity","ArtistPopularity","Genre 1","Genre 2","Genre 3","Genre 4","Genre 5","Genre 6","Genre 7","Genre 8","Genre 9","Genre 10","Genre 11","Genre 12","Genre 13","Genre 14","Genre 15","Genre 16","Genre 17","Genre 18","Genre 19","Genre 20","Genre 21","Genre 22"
"72","b'Panama (Remastered Album Version)'","Panama (Remastered Album Version)'","Panama (Remastered Album Version)","b'The Best Of Both Worlds'","The Best Of Both Worlds'","The Best Of Both Worlds","Pasadena CA'","Pasadena CA","Van Halen'","Van Halen'","Van Halen'","Van Halen","0","209.29261","8","0.455","0.82448213","140.995","1","0.41","0","0.744641246","0.579988982","classic pop and rock ","rock","","","","","","","","","","","","","","","","","","","",""
"73","b'Let's Get It Started""","Let's Get It Started""","Let's Get It Started","b'Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness'","Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness'","Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness","Los Angeles CA'","Los Angeles CA","Black Eyed Peas'","Black Eyed Peas'","Black Eyed Peas'","Black Eyed Peas","0","229.61587","11","0.205","0.6244254930000001","105.206","4","1","2004","0.8456018870000001","1.005941966","pop and chart ","pop ","will i am ","fergie ","united states","","","","","","","","","","","","","","","","",""
"74","b'Metal'","Metal'","Metal","b'Things Falling Apart'","Things Falling Apart'","Things Falling Apart","Cleveland OH'","Cleveland OH","Nine Inch Nails'","Nine Inch Nails'","Nine Inch Nails'","Nine Inch Nails","0","426.89261","0","0.05","0.635536649","63.017","4","0.378","2000","0.905776889","0.598458501","industrial rock ","american ","rock ","industrial ","electronic ","creative commons ","rock and indie ","americain ","alternative rock ","synthpop ","usa ","industrial metal","","","","","","","","","",""
"75","b'She Fell Away (2009 Digital Remaster)'","She Fell Away (2009 Digital Remaster)'","She Fell Away (2009 Digital Remaster)","b'Your Funeral... My Trial (2009 Digital Remaster)'","Your Funeral... My Trial (2009 Digital Remaster)'","Your Funeral... My Trial (2009 Digital Remaster)","","","Nick Cave & The Bad Seeds'","Nick Cave & The Bad Seeds'","Nick Cave & The Bad Seeds'","Nick Cave & The Bad Seeds","0","269.26975","9","0.052","nan","144.603","4","0","0","0.694021648","0.479407676","seen live ","rock and indie ","alternative ","australia","","","","","","","","","","","","","","","","","",""
"76","b'Next Time'","Next Time'","Next Time","b'Oasis of Love'","Oasis of Love'","Oasis of Love","","","Nadine Renee'","Nadine Renee'","Nadine Renee'","Nadine Renee","0","249.41669","2","0.883","0.198785349","167.92","4","0.75","0","0.408389022","0.139247394","","","","","","","","","","","","","","","","","","","","","",""
"77","b'It's My Party""","It's My Party""","It's My Party","b60's Triple set""""","60's Triple set""""","60's Triple set","New York NY'","New York NY","Lesley Gore'","Lesley Gore'","Lesley Gore'","Lesley Gore","0","136.48934","9","0.386","nan","129.122","1","0","1963","0.606925359","0.389100776","classic pop and rock","","","","","","","","","","","","","","","","","","","","",""
"78","b'Complicate It'","Complicate It'","Complicate It","b'Yeah.  Well_ Anyway....'","Yeah.  Well_ Anyway....'","Yeah.  Well_ Anyway....","","","Smartbom","Smartbom","Smartbom","Smartbom","0","233.27302","0","0.53","0","132.022","4","0.782","2001","0.562463784","0.322485106","","","","","","","","","","","","","","","","","","","","","",""
"79","b'Monde De Fou'","Monde De Fou'","Monde De Fou","b'Un Titre de Toune'","Un Titre de Toune'","Un Titre de Toune","Minnesota'","Minnesota","Suburbs'","Suburbs'","Suburbs'","Suburbs","0","187.24526","1","0.842","0.249065795","183.92","1","0.063","2005","0.481004583","0.335651839","","","","","","","","","","","","","","","","","","","","","",""
"80","b'Opus a Satana (Part 2)'","Opus a Satana (Part 2)'","Opus a Satana (Part 2)","b'Live Inferno'","Live Inferno'","Live Inferno","Norway'","Norway","Emperor'","Emperor'","Emperor'","Emperor","0","72.61995","9","0","nan","89.867","4","0.476","0","0.742963152","0.453391186","","","","","","","","","","","","","","","","","","","","","",""
"81","b'This Melody (Live)'","This Melody (Live)'","This Melody (Live)","b'Vendredi 13 - 1981'","Vendredi 13 - 1981'","Vendredi 13 - 1981","FR'","FR","Julien Clerc'","Julien Clerc'","Julien Clerc'","Julien Clerc","0","272.63955","2","0.633","nan","119.896","5","0.921","0","0.58547954","0.364384924","french","","","","","","","","","","","","","","","","","","","","",""
"82","b'I'm Gone This Time""","I'm Gone This Time""","I'm Gone This Time","b'Unconditional Love'","Unconditional Love'","Unconditional Love","Delight AR'","Delight AR","Glen Campbell'","Glen Campbell'","Glen Campbell'","Glen Campbell","0","142.75873","1","0.62","nan","137.29","4","0","0","0.67159627","0.481024239","classic pop and rock","","","","","","","","","","","","","","","","","","","","",""
"83","b'You Feel Good All Over'","You Feel Good All Over'","You Feel Good All Over","b'The Very Best Of'","The Very Best Of'","The Very Best Of","Humboldt TN'","Humboldt TN","T.G. Sheppard'","T.G. Sheppard'","T.G. Sheppard'","T.G. Sheppard","0","194.11546","5","1","0.382723281","82.343","1","0.387","2002","0.449323615","0.343281882","","","","","","","","","","","","","","","","","","","","","",""
"84","b'Indian Love Call'","Indian Love Call'","Indian Love Call","b'Country Lovers. Vol. 3'","Country Lovers. Vol. 3'","Country Lovers. Vol. 3","Tampa FL'","Tampa FL","Slim Whitman'","Slim Whitman'","Slim Whitman'","Slim Whitman","0","195.91791","3","0.883","nan","91.48699999999999","4","0","1990","0.51644378","0.386669092","","","","","","","","","","","","","","","","","","","","","",""
"85","b'You Can Still Be Free'","You Can Still Be Free'","You Can Still Be Free","b'Affirmation'","Affirmation'","Affirmation","CA'","CA","Savage Garden'","Savage Garden'","Savage Garden'","Savage Garden","0","118.33424","9","0","nan","84.69","5","0.678","1999","0.728209707","0.538070295","australian ","pop ","soft rock ","duo ","classic pop and rock ","rock ","melodic rock","","","","","","","","","","","","","","",""
"86","b'I Never Came'","I Never Came'","I Never Came","b'Lullabies To Paralyze'","Lullabies To Paralyze'","Lullabies To Paralyze","","","Queens Of The Stone Age'","Queens Of The Stone Age'","Queens Of The Stone Age'","Queens Of The Stone Age","0","288.41751","2","0.08","0.725121284","115.606","4","0","2005","0.798645179","0.552413346","stoner rock ","american ","hard rock ","rock ","rock and indie ","alternative rock","","","","","","","","","","","","","","","",""
"87","b'Dixie'","Dixie'","Dixie","bIt's War Again""""","It's War Again""""","It's War Again","Birmingham AL'","Birmingham AL","Hank Penny & The Lincoln Penny Orchestra'","Hank Penny & The Lincoln Penny Orchestra'","Hank Penny & The Lincoln Penny Orchestra'","Hank Penny & The Lincoln Penny Orchestra","0","123.21914","7","0.278","nan","126.523","1","0","0","0.445854631","0.347598889","","","","","","","","","","","","","","","","","","","","","",""
"88","b'Commercial Reign'","Commercial Reign'","Commercial Reign","b'The Singles'","The Singles'","The Singles","Manchester England'","Manchester England","Inspiral Carpets'","Inspiral Carpets'","Inspiral Carpets'","Inspiral Carpets","0","283.76771","2","0.823","0.6651722410000001","113.677","4","1","1990","0.605109702","0.398547535","madchester ","english ","indie ","uk ","rock ","rock and indie ","british","","","","","","","","","","","","","","",""
"89","b'Hourglass'","Hourglass'","Hourglass","b'What You Thought You Heard'","What You Thought You Heard'","What You Thought You Heard","","","Borialis'","Borialis'","Borialis'","Borialis","0","239.3073","2","0.569","0.554654767","86.938","4","0.222","0","0.454043995","0.421415103","","","","","","","","","","","","","","","","","","","","","",""
"90","b'Wake'","Wake'","Wake","bDaddy Don't Disco""""","Daddy Don't Disco""""","Daddy Don't Disco","","","The Dirty Skirts'","The Dirty Skirts'","The Dirty Skirts'","The Dirty Skirts","0","206.75873","0","0.613","0.304169503","141.936","4","0.634","0","0.543516131","0.404182207","durban ","south africa","","","","","","","","","","","","","","","","","","","",""
"91","b'Caricia Y Herida'","Caricia Y Herida'","Caricia Y Herida","b'15 Exitos Vol. 2 Flor Silvestre'","15 Exitos Vol. 2 Flor Silvestre'","15 Exitos Vol. 2 Flor Silvestre","","","Flor Silvestre'","Flor Silvestre'","Flor Silvestre'","Flor Silvestre","0","134.81751","11","0.847","nan","106.049","1","0","0","0.42054585","0.313569343","","","","","","","","","","","","","","","","","","","","","",""
"92","b'Le tortillard'","Le tortillard'","Le tortillard","b'Le top du pere Noel'","Le top du pere Noel'","Le top du pere Noel","Bezu comme Superdupont ne connait qu'un pays : la France !'","France","Bezu'","Bezu'","Bezu'","Bezu","0","285.64853","8","0.508","nan","126.88","4","0","0","0.373850623","0.148985481","","","","","","","","","","","","","","","","","","","","","",""
"93","b'Teraslintu'","Teraslintu'","Teraslintu","b'20 Suosikkia / Rilluttele yo'","20 Suosikkia / Rilluttele yo'","20 Suosikkia / Rilluttele yo","","","Solistiyhtye Suomi'","Solistiyhtye Suomi'","Solistiyhtye Suomi'","Solistiyhtye Suomi","0","134.08608","4","0.718","nan","133.699","1","0","0","0.13818761","0.31781096","finnish","","","","","","","","","","","","","","","","","","","","",""
"94","b'Now's The Time To Fall In Love""","Now's The Time To Fall In Love""","Now's The Time To Fall In Love","b'The Fabulous Eddie Cantor'","The Fabulous Eddie Cantor'","The Fabulous Eddie Cantor","New York NY'","New York NY","Eddie Cantor'","Eddie Cantor'","Eddie Cantor'","Eddie Cantor","0","155.61098","11","0.599","nan","118.975","1","0.003","0","0.416141022","0.331090126","","","","","","","","","","","","","","","","","","","","","",""
"95","b'Grim Prospects (Gross Prospects - Bad Trip Remix)'","Grim Prospects (Gross Prospects - Bad Trip Remix)'","Grim Prospects (Gross Prospects - Bad Trip Remix)","b'Grim Prospects Remixes - Grim Prospects Will Never End'","Grim Prospects Remixes - Grim Prospects Will Never End'","Grim Prospects Remixes - Grim Prospects Will Never End","","","Schizoid'","Schizoid'","Schizoid'","Schizoid","0","275.40853","9","0.376","nan","102.408","4","0.395","0","0.495559652","0.349192218","","","","","","","","","","","","","","","","","","","","","",""
"96","b'Mangos'","Mangos'","Mangos","b'The Incredible Kai Winding Trombones'","The Incredible Kai Winding Trombones'","The Incredible Kai Winding Trombones","Aarhus Denmark'","Aarhus Denmark","Kai Winding'","Kai Winding'","Kai Winding'","Kai Winding","0","223.4771","0","0","0","112.006","4","0.844","1961","0.430538907","0.316354001","","","","","","","","","","","","","","","","","","","","","",""
"97","b'A Distant Voice'","A Distant Voice'","A Distant Voice","b'Staying on the Watch'","Staying on the Watch'","Staying on the Watch","Sicily Island LA'","Sicily Island LA","Sonny Simmons'","Sonny Simmons'","Sonny Simmons'","Sonny Simmons","0","443.24526","1","0","0.270775999","45.527","4","0","0","0.428375417","0.317833879","","","","","","","","","","","","","","","","","","","","","",""
"98","b'Openbare Weg'","Openbare Weg'","Openbare Weg","b'Openbare Weg'","Openbare Weg'","Openbare Weg","Tallahassee FL'","Tallahassee FL","Mira'","Mira'","Mira'","Mira","0","177.81506","4","0.695","nan","85.621","4","0.612","2006","0.545110951","0.345751247","","","","","","","","","","","","","","","","","","","","","",""
"99","b'President Johnson'","President Johnson'","President Johnson","b'Tip World Singles 2000'","Tip World Singles 2000'","Tip World Singles 2000","","","Citizen Kaned'","Citizen Kaned'","Citizen Kaned'","Citizen Kaned","0","385.33179","8","0.822","nan","108.061","4","1","2000","0.483339422","0.277561738","","","","","","","","","","","","","","","","","","","","","",""
"100","b'Spontanous Combustion'","Spontanous Combustion'","Spontanous Combustion","b'Spontanous Combustion'","Spontanous Combustion'","Spontanous Combustion","Nashville TN'","Nashville TN","Ellen McIlwaine'","Ellen McIlwaine'","Ellen McIlwaine'","Ellen McIlwaine","0","275.12118","7","0.699","0.242741879","132.428","4","0.281","0","0.438887475","0.325148571","singer-songwriter ","slide guitar ","american","","","","","","","","","","","","","","","","","","",""
"101","b'Choro'","Choro'","Choro","b'From All Sides'","From All Sides'","From All Sides","San Francisco CA'","San Francisco CA","Vince Guaraldi / Bola Sete'","Vince Guaraldi / Bola Sete'","Vince Guaraldi / Bola Sete'","Vince Guaraldi / Bola Sete","0","294.66077","5","0.238","0.386790177","168.307","4","0","0","0.57810363","0.414892612","","","","","","","","","","","","","","","","","","","","","",""
"102","b'Ma Louise'","Ma Louise'","Ma Louise","b'Maurice Chevalier  The Essential Collection Vol 1'","Maurice Chevalier  The Essential Collection Vol 1'","Maurice Chevalier  The Essential Collection Vol 1","Menilmontant France'","Menilmontant France","Maurice Chevalier'","Maurice Chevalier'","Maurice Chevalier'","Maurice Chevalier","0","193.20118","0","0.371","nan","140.956","7","0.866","0","0.502453177","0.391585329","french","","","","","","","","","","","","","","","","","","","","",""
"103","b'I Want You (Forever)'","I Want You (Forever)'","I Want You (Forever)","b'Dave Pearce Best of the Dance Years 1988 - 1992'","Dave Pearce Best of the Dance Years 1988 - 1992'","Dave Pearce Best of the Dance Years 1988 - 1992","","","Carl Cox Vs Yousef'","Carl Cox Vs Yousef'","Carl Cox Vs Yousef'","Carl Cox Vs Yousef","0","357.82485","1","0.485","0.511254835","130.016","5","1","1991","0.541975108","0.384184258","uk ","english ","british","","","","","","","","","","","","","","","","","","",""
"104","b'Hate'","Hate'","Hate","b'The Equinox'","The Equinox'","The Equinox","SPRINGFIELD Virginia'","SPRINGFIELD Virginia","Organized Konfusion'","Organized Konfusion'","Organized Konfusion'","Organized Konfusion","0","198.3473","11","0.306","0.460484845","175.769","4","0.7","1997","0.6837194680000001","0.412671631","group ","hip-hop","","","","","","","","","","","","","","","","","","","",""
"105","b'I Can't Stop Loving You""","I Can't Stop Loving You""","I Can't Stop Loving You","b'Timeless'","Timeless'","Timeless","Medicine Lodge KS'","Medicine Lodge KS","Martina McBride'","Martina McBride'","Martina McBride'","Martina McBride","0","261.95546","7","0.96","0.488289876","100.194","3","1","2005","0.614870934","0.628246419","country","","","","","","","","","","","","","","","","","","","","",""
"106","b'Thank You Lord'","Thank You Lord'","Thank You Lord","b'Feel Good All Over: Anthology 1970-1976'","Feel Good All Over: Anthology 1970-1976'","Feel Good All Over: Anthology 1970-1976","Kingston Jamaica'","Kingston Jamaica","Horace Andy'","Horace Andy'","Horace Andy'","Horace Andy","0","176.27383","2","0.171","nan","151.911","4","0.231","1985","0.626436382","0.374271174","classic pop and rock","","","","","","","","","","","","","","","","","","","","",""
"107","b'How Can You Call That Beautiful (Stewkey Vocal)'","How Can You Call That Beautiful (Stewkey Vocal)'","How Can You Call That Beautiful (Stewkey Vocal)","b'13th And Pine'","13th And Pine'","13th And Pine","","","Nazz'","Nazz'","Nazz'","Nazz","0","220.89098","9","0.606","nan","119.691","4","0.491","0","0.494681417","0.384146444","","","","","","","","","","","","","","","","","","","","","",""
"108","b'Cheatin' In The Next Room""","Cheatin' In The Next Room""","Cheatin' In The Next Room","b'Call Tyrone'","Call Tyrone'","Call Tyrone","Greenville MS'","Greenville MS","Tyrone Davis'","Tyrone Davis'","Tyrone Davis'","Tyrone Davis","0","235.91138","10","0.46","nan","161.976","4","0.696","0","0.543866302","0.393215104","","","","","","","","","","","","","","","","","","","","","",""
"109","b'Candy Man'","Candy Man'","Candy Man","b'Final Vinyl'","Final Vinyl'","Final Vinyl","San Francisco CA'","San Francisco CA","Hot Tuna'","Hot Tuna'","Hot Tuna'","Hot Tuna","0","239.59465","0","0.601","nan","172.398","1","0","1971","0.567278871","0.405178359","folk","","","","","","","","","","","","","","","","","","","","",""
